Friday,5,120,4,12,10,21,0,Normal
Tuesday,2,59,33,18,12,27,0,Normal
Thursday,4,94,13,30,10,13,0,Normal
Thursday,4,45,8,10,5,12,0,Normal
Wednesday,3,43,46,45,6,15,0,Normal
Sunday,7,108,10,14,10,9,1,Normal
Monday,1,124,1,40,3,7,0,Normal
Monday,1,88,6,8,12,19,0,Normal
Sunday,7,21,12,26,11,6,1,Normal
Monday,1,36,37,39,7,11,0,Normal
Sunday,7,64,30,41,8,7,1,Normal
Tuesday,2,44,43,7,7,12,0,Normal
Wednesday,3,67,7,10,1,25,0,Normal
Friday,5,56,6,18,8,26,0,Normal
Wednesday,3,113,46,35,9,14,0,Normal
Friday,5,87,9,29,7,8,0,Normal
Sunday,7,20,2,43,12,11,1,Normal
Saturday,6,89,47,13,6,25,1,Normal
Sunday,7,92,31,41,8,28,1,Normal
Saturday,6,128,18,8,5,28,1,Normal
Thursday,4,77,1,39,3,10,0,Normal
Thursday,4,115,11,17,11,17,0,Normal
Tuesday,2,126,25,15,4,19,0,Normal
Sunday,7,94,5,19,4,10,1,Normal
Sunday,7,32,44,33,3,6,1,Normal
Saturday,6,52,26,29,8,20,1,Normal
Sunday,7,17,40,35,2,27,1,Normal
Wednesday,3,84,8,21,5,11,0,Normal
Saturday,6,61,15,8,11,26,1,Normal
Thursday,4,84,22,24,8,25,0,Normal
Tuesday,2,71,16,7,6,28,0,Normal
Wednesday,3,64,16,27,3,2,0,Normal
Sunday,7,65,21,17,8,7,1,Normal
Thursday,4,86,16,18,6,2,0,Normal
Sunday,7,29,17,8,4,24,1,Normal
Friday,5,35,18,20,8,26,0,Normal
Saturday,6,69,47,29,7,16,1,Normal
Friday,5,57,20,21,7,1,0,Normal
Saturday,6,102,40,30,11,19,1,Normal
Friday,5,54,8,45,11,11,0,Normal
Thursday,4,84,41,32,3,24,0,Normal
Wednesday,3,97,18,42,9,14,0,Normal
Monday,1,105,38,8,7,11,0,Normal
Thursday,4,61,24,6,6,23,0,Normal
Monday,1,104,4,30,7,25,0,Normal
Wednesday,3,110,20,45,3,23,0,Normal
Sunday,7,95,29,11,2,20,1,Normal
Wednesday,3,65,10,30,12,7,0,Normal
Tuesday,2,60,3,43,5,17,0,Normal
Wednesday,3,125,16,44,4,13,0,Normal
Saturday,6,116,17,41,1,14,1,Normal
Friday,5,71,22,8,3,4,0,Normal
Friday,5,103,39,41,5,13,0,Normal
Tuesday,2,106,1,18,5,31,0,Normal
Tuesday,2,110,23,38,9,13,0,Normal
Saturday,6,79,4,41,9,3,1,Normal
Monday,1,20,6,36,12,12,0,Normal
Friday,5,47,8,16,12,2,0,Normal
Sunday,7,71,32,26,4,3,1,Normal
Sunday,7,52,6,29,11,6,1,Normal
Saturday,6,26,25,37,5,7,1,Normal
Tuesday,2,17,24,8,3,22,0,Normal
Wednesday,3,36,46,40,9,21,0,Normal
Monday,1,104,42,18,4,18,0,Normal
Monday,1,78,34,32,9,12,0,Normal
Wednesday,3,34,15,17,8,24,0,Normal
Friday,5,45,33,29,9,2,0,Normal
Saturday,6,86,44,15,7,30,1,Normal
Sunday,7,33,29,45,7,3,1,Normal
Saturday,6,93,37,26,4,2,1,Normal
Friday,5,29,31,32,1,13,0,Normal
Friday,5,99,8,18,10,14,0,Normal
Wednesday,3,66,34,10,1,18,0,Normal
Saturday,6,40,25,11,7,9,1,Normal
Monday,1,54,21,45,11,7,0,Normal
Monday,1,72,8,13,10,3,0,Normal
Friday,5,98,6,44,7,29,0,Normal
Saturday,6,36,10,6,12,24,1,Normal
Wednesday,3,118,34,39,3,2,0,Normal
Tuesday,2,82,35,32,2,8,0,Normal
Saturday,6,82,46,17,6,18,1,Normal
Monday,1,89,25,13,1,23,0,Normal
Thursday,4,100,30,7,7,21,0,Normal
Sunday,7,105,14,32,1,22,1,Normal
Saturday,6,17,18,44,9,10,1,Normal
Sunday,7,130,23,34,2,20,1,Normal
Monday,1,86,46,22,7,25,0,Normal
Wednesday,3,59,40,39,11,23,0,Normal
Thursday,4,61,46,28,8,25,0,Normal
Friday,5,77,30,45,9,9,0,Normal
Monday,1,93,23,10,11,7,0,Normal
Friday,5,127,4,12,5,20,0,Normal
Friday,5,62,24,6,2,18,0,Normal
Friday,5,54,0,6,5,6,0,Normal
Friday,5,124,44,23,7,15,0,Normal
Saturday,6,56,10,37,8,13,1,Normal
Thursday,4,105,9,17,6,23,0,Normal
Wednesday,3,92,17,40,4,27,0,Normal
Sunday,7,111,13,18,4,3,1,Normal
Thursday,4,130,34,27,2,24,0,Normal
Wednesday,3,74,25,9,8,17,0,Normal
Sunday,7,114,14,6,5,29,1,Normal
Thursday,4,75,20,40,1,19,0,Normal
Wednesday,3,110,17,26,12,7,0,Normal
Saturday,6,38,16,17,11,12,1,Normal
Sunday,7,37,45,36,10,2,1,Normal
Thursday,4,29,30,44,6,2,0,Normal
Friday,5,113,0,17,2,25,0,Normal
Sunday,7,42,34,23,8,7,1,Normal
Monday,1,117,43,21,3,21,0,Normal
Wednesday,3,101,0,14,7,27,0,Normal
Friday,5,112,2,10,9,16,0,Normal
Sunday,7,31,31,13,11,13,1,Normal
Thursday,4,73,2,38,12,1,0,Normal
Saturday,6,87,26,10,6,4,1,Normal
Sunday,7,20,38,8,3,13,1,Normal
Thursday,4,47,42,37,4,7,0,Normal
Monday,1,54,29,21,5,23,0,Normal
Thursday,4,42,40,34,9,15,0,Normal
Thursday,4,61,8,41,9,15,0,Normal
Thursday,4,124,39,26,8,25,0,Normal
Thursday,4,121,10,32,5,26,0,Normal
Wednesday,3,58,38,9,4,27,0,Normal
Saturday,6,99,40,11,11,12,1,Normal
Wednesday,3,72,36,11,5,18,0,Normal
Friday,5,100,38,12,8,12,0,Normal
Saturday,6,116,4,28,11,19,1,Normal
Friday,5,63,16,21,4,15,0,Normal
Saturday,6,42,8,31,4,2,1,Normal
Friday,5,105,1,14,4,29,0,Normal
Friday,5,65,13,21,1,13,0,Normal
Tuesday,2,96,43,11,5,31,0,Normal
Wednesday,3,58,32,11,12,21,0,Normal
Tuesday,2,24,31,37,2,1,0,Normal
Tuesday,2,64,11,37,11,15,0,Normal
Wednesday,3,116,40,38,2,2,0,Normal
Saturday,6,80,17,23,2,5,1,Normal
Sunday,7,122,37,42,7,24,1,Normal
Saturday,6,120,19,33,8,6,1,Normal
Sunday,7,52,30,9,7,17,1,Normal
Sunday,7,85,16,27,7,24,1,Normal
Tuesday,2,59,0,29,11,15,0,Normal
Thursday,4,127,2,12,5,26,0,Normal
Saturday,6,30,22,16,10,29,1,Normal
Wednesday,3,39,23,45,7,27,0,Normal
Saturday,6,98,27,32,5,21,1,Normal
Saturday,6,106,34,27,4,9,1,Normal
Friday,5,97,20,23,10,14,0,Normal
Monday,1,105,43,31,5,30,0,Normal
Tuesday,2,37,12,41,12,27,0,Normal
Saturday,6,27,44,9,2,19,1,Normal
Saturday,6,35,16,35,1,14,1,Normal
Tuesday,2,87,23,27,5,17,0,Normal
Thursday,4,102,22,12,11,17,0,Normal
Monday,1,48,1,25,3,28,0,Normal
Sunday,7,115,1,19,7,10,1,Normal
Tuesday,2,16,7,30,1,24,0,Normal
Friday,5,73,5,14,9,16,0,Normal
Wednesday,3,20,3,7,6,8,0,Normal
Tuesday,2,67,21,7,2,1,0,Normal
Wednesday,3,98,47,10,1,18,0,Normal
Saturday,6,74,13,15,2,12,1,Normal
Friday,5,84,31,13,7,15,0,Normal
Monday,1,87,5,44,9,12,0,Normal
Thursday,4,113,34,28,8,11,0,Normal
Saturday,6,85,15,6,4,16,1,Normal
Monday,1,93,31,24,6,20,0,Normal
Friday,5,85,41,43,10,28,0,Normal
Wednesday,3,94,24,14,4,20,0,Normal
Wednesday,3,84,12,30,6,22,0,Normal
Tuesday,2,84,14,14,7,26,0,Normal
Tuesday,2,78,5,42,8,23,0,Normal
Saturday,6,83,14,39,7,9,1,Normal
Monday,1,107,26,29,4,11,0,Normal
Saturday,6,104,41,34,12,17,1,Normal
Thursday,4,100,9,7,5,26,0,Normal
Tuesday,2,22,26,25,4,19,0,Normal
Sunday,7,83,10,16,4,24,1,Normal
Saturday,6,105,7,31,9,10,1,Normal
Wednesday,3,36,44,38,8,31,0,Normal
Friday,5,39,23,43,8,12,0,Normal
Saturday,6,85,18,14,5,7,1,Normal
Friday,5,98,44,7,5,20,0,Normal
Friday,5,103,40,17,2,25,0,Normal
Sunday,7,41,19,45,1,15,1,Normal
Wednesday,3,115,14,10,11,30,0,Normal
Wednesday,3,48,27,35,9,28,0,Normal
Monday,1,58,46,37,12,5,0,Normal
Wednesday,3,66,32,41,9,28,0,Normal
Monday,1,34,5,16,6,13,0,Normal
Monday,1,99,21,21,3,28,0,Normal
Friday,5,107,24,42,2,4,0,Normal
Thursday,4,26,11,20,8,25,0,Normal
Monday,1,95,28,9,12,26,0,Normal
Thursday,4,36,33,45,5,19,0,Normal
Saturday,6,68,4,30,7,16,1,Normal
Friday,5,71,41,26,3,11,0,Normal
Sunday,7,79,10,28,5,1,1,Normal
Tuesday,2,65,9,29,10,25,0,Normal
Friday,5,56,2,27,10,14,0,Normal
Wednesday,3,27,33,41,3,2,0,Normal
Monday,1,41,20,12,8,15,0,Normal
Monday,1,106,13,20,3,7,0,Normal
Friday,5,100,23,16,1,27,0,Normal
Saturday,6,80,21,45,4,9,1,Normal
Saturday,6,77,32,15,4,9,1,Normal
Friday,5,126,21,25,10,28,0,Normal
Friday,5,42,34,29,2,4,0,Normal
Wednesday,3,78,41,12,11,2,0,Normal
Wednesday,3,127,24,27,6,8,0,Normal
Friday,5,93,8,38,12,2,0,Normal
Thursday,4,78,3,26,5,5,0,Normal
Tuesday,2,110,35,10,1,3,0,Normal
Wednesday,3,67,26,37,1,11,0,Normal
Monday,1,20,41,23,8,15,0,Normal
Sunday,7,96,39,11,11,27,1,Normal
Monday,1,94,42,36,11,7,0,Normal
Sunday,7,50,15,6,3,13,1,Normal
Saturday,6,90,16,20,2,26,1,Normal
Friday,5,79,0,7,7,8,0,Normal
Monday,1,54,4,12,10,31,0,Normal
Sunday,7,35,37,27,6,26,1,Normal
Sunday,7,99,26,13,8,21,1,Normal
Thursday,4,50,15,11,5,26,0,Normal
Thursday,4,72,26,9,3,3,0,Normal
Wednesday,3,85,33,36,3,9,0,Normal
Sunday,7,57,4,9,2,13,1,Normal
Saturday,6,117,39,11,12,3,1,Normal
Sunday,7,26,26,31,1,1,1,Normal
Friday,5,100,19,28,8,5,0,Normal
Sunday,7,114,41,6,6,19,1,Normal
Saturday,6,22,10,33,2,5,1,Normal
Saturday,6,82,41,24,12,17,1,Normal
Tuesday,2,61,41,15,3,1,0,Normal
Tuesday,2,88,31,15,2,1,0,Normal
Friday,5,21,10,17,8,5,0,Normal
Saturday,6,16,0,36,3,19,1,Normal
Saturday,6,89,20,15,8,27,1,Normal
Tuesday,2,93,3,28,12,27,0,Normal
Saturday,6,120,33,38,10,15,1,Normal
Tuesday,2,100,18,26,4,12,0,Normal
Tuesday,2,59,42,15,8,16,0,Normal
Monday,1,102,6,6,3,7,0,Normal
Friday,5,115,38,15,9,2,0,Normal
Friday,5,64,34,15,11,18,0,Normal
Saturday,6,49,21,27,2,5,1,Normal
Sunday,7,117,10,25,10,30,1,Normal
Monday,1,78,10,42,6,20,0,Normal
Saturday,6,111,45,30,11,26,1,Normal
Tuesday,2,57,29,25,11,15,0,Normal
Tuesday,2,23,8,45,7,5,0,Normal
Thursday,4,84,27,28,8,18,0,Normal
Thursday,4,28,0,23,4,14,0,Normal
Saturday,6,21,39,16,7,23,1,Normal
Friday,5,103,3,7,6,17,0,Normal
Monday,1,77,33,29,11,7,0,Normal
Thursday,4,124,28,39,10,13,0,Normal
Friday,5,97,30,16,12,30,0,Normal
Wednesday,3,103,10,26,4,20,0,Normal
Monday,1,21,24,33,2,21,0,Normal
Thursday,4,32,39,42,1,19,0,Normal
Wednesday,3,67,29,16,5,25,0,Normal
Tuesday,2,59,21,32,4,26,0,Normal
Tuesday,2,100,14,11,8,2,0,Normal
Thursday,4,41,37,17,6,9,0,Normal
Tuesday,2,22,21,25,3,22,0,Normal
Sunday,7,75,38,34,8,28,1,Normal
Friday,5,25,33,18,10,21,0,Normal
Friday,5,110,29,31,12,2,0,Normal
Tuesday,2,32,42,38,2,15,0,Normal
Thursday,4,101,9,29,8,25,0,Normal
Wednesday,3,50,12,26,3,9,0,Normal
Monday,1,74,5,44,2,7,0,Normal
Thursday,4,104,14,29,6,16,0,Normal
Monday,1,70,46,30,2,14,0,Normal
Friday,5,98,33,22,10,21,0,Normal
Saturday,6,55,31,25,2,19,1,Normal
Friday,5,115,6,16,6,24,0,Normal
Wednesday,3,46,46,29,12,7,0,Normal
Saturday,6,25,6,44,3,26,1,Normal
Sunday,7,85,38,11,11,13,1,Normal
Saturday,6,55,16,6,1,7,1,Normal
Saturday,6,127,23,37,5,14,1,Normal
Thursday,4,80,25,6,9,15,0,Normal
Friday,5,73,17,29,3,4,0,Normal
Monday,1,22,36,38,12,5,0,Normal
Saturday,6,104,23,19,7,9,1,Normal
Sunday,7,120,11,38,3,20,1,Normal
Tuesday,2,125,43,31,6,21,0,Normal
Tuesday,2,118,4,8,3,1,0,Normal
Tuesday,2,87,29,18,10,18,0,Normal
Wednesday,3,115,14,40,8,31,0,Normal
Monday,1,50,36,31,1,16,0,Normal
Saturday,6,60,15,41,2,12,1,Normal
Thursday,4,102,22,10,7,14,0,Normal
Saturday,6,44,18,29,5,21,1,Normal
Saturday,6,26,14,9,11,12,1,Normal
Saturday,6,85,44,23,1,28,1,Normal
Wednesday,3,130,27,18,6,1,0,Normal
Thursday,4,49,8,33,3,17,0,Normal
Thursday,4,97,41,9,10,27,0,Normal
Friday,5,107,13,45,12,23,0,Normal
Thursday,4,114,15,34,4,21,0,Normal
Monday,1,22,13,12,8,8,0,Normal
Wednesday,3,90,27,25,8,17,0,Normal
Monday,1,53,45,18,10,24,0,Normal
Friday,5,122,19,42,1,20,0,Normal
Tuesday,2,80,28,37,5,24,0,Normal
Friday,5,86,7,19,3,11,0,Normal
Saturday,6,68,30,35,1,7,1,Normal
Wednesday,3,25,42,39,7,20,0,Normal
Saturday,6,87,15,8,4,16,1,Normal
Monday,1,52,19,29,8,8,0,Normal
Thursday,4,105,32,39,7,28,0,Normal
Friday,5,77,18,37,2,4,0,Normal
Thursday,4,52,7,40,8,4,0,Normal
Tuesday,2,125,3,24,12,13,0,Normal
Wednesday,3,35,40,43,1,11,0,Normal
Thursday,4,51,3,26,2,17,0,Normal
Saturday,6,113,32,25,2,26,1,Normal
Wednesday,3,21,37,38,1,11,0,Normal
Wednesday,3,30,42,11,7,6,0,Normal
Saturday,6,36,36,23,6,18,1,Normal
Thursday,4,118,36,42,3,10,0,Normal
Thursday,4,53,43,10,3,3,0,Normal
Saturday,6,80,32,40,1,28,1,Normal
Saturday,6,47,26,7,4,2,1,Normal
Tuesday,2,83,3,9,5,3,0,Normal
Tuesday,2,80,7,18,5,3,0,Normal
Saturday,6,114,45,11,9,10,1,Normal
Wednesday,3,56,22,18,5,4,0,Normal
Thursday,4,63,41,19,9,22,0,Normal
Tuesday,2,82,34,45,12,27,0,Normal
Friday,5,125,12,28,8,26,0,Normal
Sunday,7,21,19,12,8,21,1,Normal
Monday,1,47,38,10,6,13,0,Normal
Thursday,4,126,8,39,11,17,0,Normal
Tuesday,2,106,20,22,9,20,0,Normal
Saturday,6,60,30,13,8,6,1,Normal
Wednesday,3,114,20,22,8,10,0,Normal
Tuesday,2,28,14,8,8,9,0,Normal
Wednesday,3,75,33,30,11,2,0,Normal
Friday,5,33,33,13,11,11,0,Normal
Friday,5,99,29,39,8,5,0,Normal
Monday,1,90,17,30,8,15,0,Normal
Saturday,6,27,32,15,5,7,1,Normal
Friday,5,34,17,12,10,21,0,Normal
Wednesday,3,43,30,42,7,6,0,Normal
Monday,1,69,4,17,9,12,0,Normal
Saturday,6,55,11,21,6,4,1,Normal
Monday,1,119,15,44,1,23,0,Normal
Thursday,4,47,11,40,2,17,0,Normal
Saturday,6,32,7,18,12,24,1,Normal
Sunday,7,53,1,25,11,6,1,Normal
Sunday,7,123,24,45,5,29,1,Normal
Tuesday,2,27,21,13,1,17,0,Normal
Friday,5,84,37,12,5,13,0,Normal
Monday,1,51,7,17,4,11,0,Normal
Monday,1,41,33,10,3,28,0,Normal
Thursday,4,31,42,14,1,12,0,Normal
Wednesday,3,36,18,29,6,29,0,Normal
Wednesday,3,103,9,15,11,16,0,Normal
Friday,5,19,22,30,7,8,0,Normal
Sunday,7,54,11,22,4,17,1,Normal
Saturday,6,130,23,24,6,18,1,Normal
Monday,1,82,10,45,6,27,0,Normal
Monday,1,93,15,27,12,26,0,Normal
Wednesday,3,114,10,28,4,13,0,Normal
Sunday,7,73,5,10,10,16,1,Normal
Monday,1,111,46,15,5,30,0,Normal
Friday,5,112,1,45,12,2,0,Normal
Thursday,4,111,23,27,7,14,0,Normal
Tuesday,2,57,7,21,12,13,0,Normal
Friday,5,96,4,31,4,1,0,Normal
Friday,5,72,20,22,4,15,0,Normal
Thursday,4,93,40,17,7,14,0,Normal
Friday,5,47,43,43,5,20,0,Normal
Saturday,6,97,3,18,6,25,1,Normal
Monday,1,81,31,29,10,31,0,Normal
Saturday,6,26,8,23,7,2,1,Normal
Thursday,4,125,46,27,1,19,0,Normal
Tuesday,2,91,34,15,6,7,0,Normal
Wednesday,3,99,12,11,12,14,0,Normal
Monday,1,124,5,38,5,23,0,Normal
Saturday,6,104,21,44,12,31,1,Normal
Monday,1,79,37,38,8,8,0,Normal
Saturday,6,71,33,11,8,6,1,Normal
Tuesday,2,94,37,14,2,15,0,Normal
Wednesday,3,130,25,25,9,14,0,Normal
Friday,5,85,42,20,10,7,0,Normal
Monday,1,120,30,43,5,16,0,Normal
Wednesday,3,28,26,41,10,19,0,Normal
Monday,1,59,18,44,1,16,0,Normal
Tuesday,2,83,15,32,7,5,0,Normal
Wednesday,3,70,15,22,9,7,0,Normal
Tuesday,2,48,46,17,7,26,0,Normal
Wednesday,3,95,33,18,4,13,0,Normal
Thursday,4,67,27,24,9,15,0,Normal
Monday,1,127,40,34,1,30,0,Normal
Wednesday,3,127,37,11,1,4,0,Normal
Monday,1,56,1,13,8,22,0,Normal
Wednesday,3,106,15,11,2,16,0,Normal
Saturday,6,112,42,41,2,19,1,Normal
Tuesday,2,37,6,22,9,6,0,Normal
Thursday,4,44,26,16,6,30,0,Normal
Tuesday,2,111,45,13,5,24,0,Normal
Friday,5,113,47,44,7,8,0,Normal
Saturday,6,48,37,40,1,7,1,Normal
Thursday,4,23,34,34,6,23,0,Normal
Friday,5,73,46,28,2,11,0,Normal
Saturday,6,97,16,35,4,23,1,Normal
Sunday,7,64,41,40,11,20,1,Normal
Tuesday,2,42,23,26,5,31,0,Normal
Saturday,6,61,45,14,8,27,1,Normal
Friday,5,27,7,30,3,18,0,Normal
Saturday,6,47,13,40,7,2,1,Normal
Wednesday,3,55,2,11,6,15,0,Normal
Sunday,7,57,31,14,6,19,1,Normal
Thursday,4,114,31,24,10,6,0,Normal
Tuesday,2,128,40,19,11,1,0,Normal
Tuesday,2,119,25,43,7,12,0,Normal
Thursday,4,87,14,12,5,5,0,Normal
Tuesday,2,31,32,44,5,10,0,Normal
Sunday,7,98,46,32,6,19,1,Normal
Sunday,7,93,1,24,12,25,1,Normal
Monday,1,16,46,35,4,11,0,Normal
Sunday,7,90,11,20,7,31,1,Normal
Friday,5,34,41,16,10,14,0,Normal
Wednesday,3,19,19,21,2,2,0,Normal
Tuesday,2,53,2,31,3,22,0,Normal
Saturday,6,108,4,25,7,16,1,Normal
Tuesday,2,46,38,32,7,12,0,Normal
Tuesday,2,68,17,10,4,26,0,Normal
Monday,1,97,15,21,12,26,0,Normal
Thursday,4,102,31,9,3,17,0,Normal
Wednesday,3,41,17,42,6,15,0,Normal
Saturday,6,130,5,38,2,12,1,Normal
Sunday,7,98,20,28,6,26,1,Normal
Saturday,6,95,41,6,6,18,1,Normal
Sunday,7,109,13,36,9,25,1,Normal
Saturday,6,47,39,26,4,16,1,Normal
Sunday,7,85,31,30,5,29,1,Normal
Wednesday,3,46,18,36,8,31,0,Normal
Saturday,6,66,35,7,8,27,1,Normal
Sunday,7,67,10,44,4,10,1,Normal
Sunday,7,87,3,24,11,13,1,Normal
Sunday,7,120,42,32,6,26,1,Normal
Wednesday,3,61,38,12,3,9,0,Normal
Friday,5,36,21,37,2,18,0,Normal
Tuesday,2,92,22,39,4,26,0,Normal
Monday,1,83,25,10,4,4,0,Normal
Saturday,6,112,28,22,7,30,1,Normal
Sunday,7,89,18,10,3,6,1,Normal
Friday,5,21,32,28,12,16,0,Normal
Sunday,7,88,7,25,12,18,1,Normal
Monday,1,82,10,17,6,6,0,Normal
Wednesday,3,55,33,29,9,14,0,Normal
Saturday,6,127,1,32,8,6,1,Normal
Tuesday,2,70,36,27,11,1,0,Normal
Sunday,7,110,34,37,5,1,1,Normal
Friday,5,44,37,32,1,20,0,Normal
Saturday,6,85,10,35,10,1,1,Normal
Saturday,6,54,0,40,5,21,1,Normal
Monday,1,111,40,42,6,20,0,Normal
Friday,5,93,36,21,2,18,0,Normal
Monday,1,38,4,31,1,16,0,Normal
Sunday,7,21,42,13,10,9,1,Normal
Friday,5,79,35,45,5,6,0,Normal
Wednesday,3,38,0,45,12,21,0,Normal
Tuesday,2,87,32,38,3,29,0,Normal
Tuesday,2,72,2,22,3,22,0,Normal
Sunday,7,24,4,12,4,10,1,Normal
Friday,5,35,11,43,7,29,0,Normal
Sunday,7,19,38,23,10,2,1,Normal
Sunday,7,44,13,7,9,25,1,Normal
Monday,1,28,44,30,6,27,0,Normal
Friday,5,61,6,19,11,4,0,Normal
Sunday,7,129,10,22,2,27,1,Normal
Tuesday,2,92,8,7,10,11,0,Normal
Wednesday,3,17,28,33,11,23,0,Normal
Sunday,7,89,22,22,1,22,1,Normal
Tuesday,2,49,39,22,12,6,0,Normal
Friday,5,77,24,22,8,12,0,Normal
Thursday,4,127,8,31,3,17,0,Normal
Thursday,4,124,45,20,10,6,0,Normal
Friday,5,82,30,31,12,9,0,Normal
Thursday,4,99,44,23,9,22,0,Normal
Saturday,6,127,6,11,8,13,1,Normal
Monday,1,94,39,18,4,11,0,Normal
Friday,5,126,6,30,9,2,0,Normal
Sunday,7,66,31,32,1,29,1,Normal
Tuesday,2,24,39,17,4,12,0,Normal
Friday,5,92,14,7,11,25,0,Normal
Thursday,4,120,11,10,2,10,0,Normal
Friday,5,61,14,18,2,25,0,Normal
Thursday,4,114,7,20,6,2,0,Normal
Saturday,6,17,4,40,4,16,1,Normal
Saturday,6,67,9,22,12,17,1,Normal
Thursday,4,79,42,36,9,22,0,Normal
Friday,5,62,20,13,3,4,0,Normal
Monday,1,92,26,31,7,4,0,Normal
Thursday,4,29,33,35,11,24,0,Normal
Thursday,4,30,45,9,7,7,0,Normal
Tuesday,2,52,20,25,9,27,0,Normal
Saturday,6,58,1,44,2,19,1,Normal
Monday,1,53,1,41,10,31,0,Normal
Sunday,7,32,40,29,4,24,1,Normal
Saturday,6,87,6,34,12,3,1,Normal
Wednesday,3,84,8,8,2,2,0,Normal
Tuesday,2,68,40,16,10,25,0,Normal
Saturday,6,35,9,34,7,23,1,Normal
Thursday,4,26,2,28,7,7,0,Normal
Friday,5,116,37,28,5,13,0,Normal
Sunday,7,22,1,7,2,6,1,Normal
Wednesday,3,105,1,27,12,7,0,Normal
Sunday,7,87,0,36,10,16,1,Normal
Wednesday,3,79,21,31,1,18,0,Normal
Tuesday,2,114,47,25,2,8,0,Normal
Tuesday,2,117,15,26,1,24,0,Normal
Friday,5,96,43,44,6,24,0,Normal
Monday,1,46,47,35,9,5,0,Normal
Tuesday,2,84,30,18,3,22,0,Normal
Monday,1,81,47,22,1,9,0,Normal
Monday,1,22,39,43,5,16,0,Normal
Friday,5,39,13,35,10,21,0,Normal
Sunday,7,45,39,21,6,12,1,Normal
Saturday,6,92,27,19,2,12,1,Normal
Saturday,6,39,43,15,3,19,1,Normal
Thursday,4,70,0,17,12,29,0,Normal
Tuesday,2,45,41,30,5,3,0,Normal
Monday,1,110,11,40,9,12,0,Normal
Sunday,7,106,25,23,4,17,1,Normal
Monday,1,26,22,44,5,2,0,Normal
Sunday,7,29,33,42,1,8,1,Normal
Sunday,7,92,36,44,1,1,1,Normal
Tuesday,2,35,6,14,8,23,0,Normal
Saturday,6,100,38,7,10,1,1,Normal
Saturday,6,103,2,12,6,25,1,Normal
Saturday,6,27,43,44,8,27,1,Normal
Sunday,7,53,10,6,10,23,1,Normal
Wednesday,3,123,31,43,9,14,0,Normal
Friday,5,130,20,45,7,8,0,Normal
Wednesday,3,64,39,18,5,25,0,Normal
Wednesday,3,111,39,6,3,9,0,Normal
Monday,1,75,1,19,8,8,0,Normal
Wednesday,3,55,34,31,4,27,0,Normal
Sunday,7,102,11,45,9,18,1,Normal
Tuesday,2,16,13,12,8,9,0,Normal
Thursday,4,84,31,30,6,23,0,Normal
Saturday,6,67,42,29,2,26,1,Normal
Friday,5,80,41,27,12,16,0,Normal
Tuesday,2,86,41,24,12,20,0,Normal
Friday,5,35,32,19,2,25,0,Normal
Monday,1,109,28,10,11,7,0,Normal
Friday,5,82,24,17,8,26,0,Normal
Friday,5,109,20,45,5,13,0,Normal
Thursday,4,26,35,43,2,10,0,Normal
